x,y,width,height,frame,max_w,max_h,label,image
354,259,276,247,1,952,540,3,Florence_frame_00001.jpg
342,408,140,132,1,952,540,5,JP_frame_00001.jpg
218,173,371,136,1,952,540,6,Jack_frame_00001.jpg
352,72,367,240,1,952,540,8,Selwyn_frame_00001.jpg
362,276,260,228,2,952,540,3,Florence_frame_00002.jpg
341,415,129,123,2,952,540,5,JP_frame_00002.jpg
227,166,373,146,2,952,540,6,Jack_frame_00002.jpg
349,61,378,205,2,952,540,8,Selwyn_frame_00002.jpg
355,282,273,217,3,952,540,3,Florence_frame_00003.jpg
345,418,136,122,3,952,540,5,JP_frame_00003.jpg
233,172,373,141,3,952,540,6,Jack_frame_00003.jpg
341,59,360,183,3,952,540,8,Selwyn_frame_00003.jpg
337,289,300,214,4,952,540,3,Florence_frame_00004.jpg
332,411,145,128,4,952,540,5,JP_frame_00004.jpg
238,159,372,157,4,952,540,6,Jack_frame_00004.jpg
341,57,372,191,4,952,540,8,Selwyn_frame_00004.jpg
334,307,298,194,5,952,540,3,Florence_frame_00005.jpg
330,403,143,133,5,952,540,5,JP_frame_00005.jpg
247,156,365,166,5,952,540,6,Jack_frame_00005.jpg
333,65,366,169,5,952,540,8,Selwyn_frame_00005.jpg
323,318,318,179,6,952,540,3,Florence_frame_00006.jpg
324,404,148,134,6,952,540,5,JP_frame_00006.jpg
252,147,371,178,6,952,540,6,Jack_frame_00006.jpg
319,54,368,177,6,952,540,8,Selwyn_frame_00006.jpg
308,334,325,166,7,952,540,3,Florence_frame_00007.jpg
312,402,161,138,7,952,540,5,JP_frame_00007.jpg
260,156,365,179,7,952,540,6,Jack_frame_00007.jpg
307,67,378,184,7,952,540,8,Selwyn_frame_00007.jpg
302,337,351,167,8,952,540,3,Florence_frame_00008.jpg
312,395,153,143,8,952,540,5,JP_frame_00008.jpg
271,157,362,181,8,952,540,6,Jack_frame_00008.jpg
302,69,386,180,8,952,540,8,Selwyn_frame_00008.jpg
312,356,340,153,9,952,540,3,Florence_frame_00009.jpg
303,392,157,144,9,952,540,5,JP_frame_00009.jpg
277,155,365,184,9,952,540,6,Jack_frame_00009.jpg
292,58,388,177,9,952,540,8,Selwyn_frame_00009.jpg
294,339,380,165,10,952,540,3,Florence_frame_00010.jpg
301,391,169,149,10,952,540,5,JP_frame_00010.jpg
269,151,376,194,10,952,540,6,Jack_frame_00010.jpg
269,54,396,195,10,952,540,8,Selwyn_frame_00010.jpg
352,371,309,131,11,952,540,3,Florence_frame_00011.jpg
308,385,140,152,11,952,540,5,JP_frame_00011.jpg
284,149,373,188,11,952,540,6,Jack_frame_00011.jpg
279,73,372,143,11,952,540,8,Selwyn_frame_00011.jpg
354,366,326,155,12,952,540,3,Florence_frame_00012.jpg
304,381,146,158,12,952,540,5,JP_frame_00012.jpg
297,153,353,191,12,952,540,6,Jack_frame_00012.jpg
277,57,357,160,12,952,540,8,Selwyn_frame_00012.jpg
357,362,313,158,13,952,540,3,Florence_frame_00013.jpg
295,369,155,171,13,952,540,5,JP_frame_00013.jpg
324,153,339,208,13,952,540,6,Jack_frame_00013.jpg
259,59,362,162,13,952,540,8,Selwyn_frame_00013.jpg
346,345,323,170,14,952,540,3,Florence_frame_00014.jpg
297,372,135,168,14,952,540,5,JP_frame_00014.jpg
324,153,345,201,14,952,540,6,Jack_frame_00014.jpg
268,57,344,150,14,952,540,8,Selwyn_frame_00014.jpg
324,348,370,175,15,952,540,3,Florence_frame_00015.jpg
299,362,141,176,15,952,540,5,JP_frame_00015.jpg
345,141,334,206,15,952,540,6,Jack_frame_00015.jpg
264,59,337,163,15,952,540,8,Selwyn_frame_00015.jpg
347,348,355,172,16,952,540,3,Florence_frame_00016.jpg
295,359,136,178,16,952,540,5,JP_frame_00016.jpg
349,144,339,217,16,952,540,6,Jack_frame_00016.jpg
251,66,353,140,16,952,540,8,Selwyn_frame_00016.jpg
351,312,354,215,17,952,540,3,Florence_frame_00017.jpg
285,346,145,190,17,952,540,5,JP_frame_00017.jpg
369,133,333,225,17,952,540,6,Jack_frame_00017.jpg
258,61,340,155,17,952,540,8,Selwyn_frame_00017.jpg
362,316,363,212,18,952,540,3,Florence_frame_00018.jpg
282,352,150,183,18,952,540,5,JP_frame_00018.jpg
394,148,315,217,18,952,540,6,Jack_frame_00018.jpg
240,59,357,147,18,952,540,8,Selwyn_frame_00018.jpg
365,317,359,216,19,952,540,3,Florence_frame_00019.jpg
882,164,69,252,19,952,540,4,Humphrey_frame_00019.jpg
281,346,158,186,19,952,540,5,JP_frame_00019.jpg
402,156,311,218,19,952,540,6,Jack_frame_00019.jpg
252,58,345,164,19,952,540,8,Selwyn_frame_00019.jpg
369,329,361,203,20,952,540,3,Florence_frame_00020.jpg
887,158,60,263,20,952,540,4,Humphrey_frame_00020.jpg
272,343,156,195,20,952,540,5,JP_frame_00020.jpg
398,143,325,234,20,952,540,6,Jack_frame_00020.jpg
249,57,337,184,20,952,540,8,Selwyn_frame_00020.jpg
375,338,367,202,21,952,540,3,Florence_frame_00021.jpg
877,179,72,252,21,952,540,4,Humphrey_frame_00021.jpg
279,341,139,192,21,952,540,5,JP_frame_00021.jpg
405,146,322,236,21,952,540,6,Jack_frame_00021.jpg
252,53,322,186,21,952,540,8,Selwyn_frame_00021.jpg
359,326,381,208,22,952,540,3,Florence_frame_00022.jpg
878,191,69,253,22,952,540,4,Humphrey_frame_00022.jpg
263,339,152,195,22,952,540,5,JP_frame_00022.jpg
391,155,338,230,22,952,540,6,Jack_frame_00022.jpg
243,100,324,185,22,952,540,8,Selwyn_frame_00022.jpg
361,336,385,197,23,952,540,3,Florence_frame_00023.jpg
869,187,79,247,23,952,540,4,Humphrey_frame_00023.jpg
261,335,153,201,23,952,540,5,JP_frame_00023.jpg
391,166,352,219,23,952,540,6,Jack_frame_00023.jpg
253,55,311,198,23,952,540,8,Selwyn_frame_00023.jpg
363,344,383,190,24,952,540,3,Florence_frame_00024.jpg
864,205,83,236,24,952,540,4,Humphrey_frame_00024.jpg
255,335,157,199,24,952,540,5,JP_frame_00024.jpg
384,172,359,225,24,952,540,6,Jack_frame_00024.jpg
248,47,309,217,24,952,540,8,Selwyn_frame_00024.jpg
352,353,410,183,25,952,540,3,Florence_frame_00025.jpg
879,211,65,270,25,952,540,4,Humphrey_frame_00025.jpg
249,331,173,204,25,952,540,5,JP_frame_00025.jpg
385,186,365,221,25,952,540,6,Jack_frame_00025.jpg
255,36,290,232,25,952,540,8,Selwyn_frame_00025.jpg
370,355,382,181,26,952,540,3,Florence_frame_00026.jpg
869,206,79,251,26,952,540,4,Humphrey_frame_00026.jpg
241,332,176,202,26,952,540,5,JP_frame_00026.jpg
383,189,376,220,26,952,540,6,Jack_frame_00026.jpg
254,26,290,245,26,952,540,8,Selwyn_frame_00026.jpg
380,368,373,172,27,952,540,3,Florence_frame_00027.jpg
865,207,78,277,27,952,540,4,Humphrey_frame_00027.jpg
239,324,185,210,27,952,540,5,JP_frame_00027.jpg
385,195,383,220,27,952,540,6,Jack_frame_00027.jpg
243,26,287,256,27,952,540,8,Selwyn_frame_00027.jpg
352,384,418,154,28,952,540,3,Florence_frame_00028.jpg
868,212,80,257,28,952,540,4,Humphrey_frame_00028.jpg
229,324,196,210,28,952,540,5,JP_frame_00028.jpg
388,208,375,212,28,952,540,6,Jack_frame_00028.jpg
