x,y,width,height,frame,max_w,max_h,label,image
0,233,104,128,151,960,540,18,Nibbler_frame_00151.jpg
26,146,231,129,151,960,540,13,HypnoPigeon_frame_00151.jpg
191,99,140,65,151,960,540,27,Zoidberg_frame_00151.jpg
95,73,154,70,151,960,540,14,Kif_frame_00151.jpg
235,67,112,68,151,960,540,26,Zapp_frame_00151.jpg
150,48,116,45,151,960,540,8,Elzar_frame_00151.jpg
307,106,135,105,151,960,540,3,Calculon_frame_00151.jpg
252,193,203,99,151,960,540,2,Bender_frame_00151.jpg
186,254,236,188,151,960,540,15,Leela_frame_00151.jpg
277,315,283,191,151,960,540,19,PhillipFry_frame_00151.jpg
568,31,84,83,151,960,540,1,Amy_frame_00151.jpg
566,92,210,98,151,960,540,12,Hermes_frame_00151.jpg
665,79,210,109,151,960,540,16,Lrr_frame_00151.jpg
775,46,185,87,151,960,540,4,Clamps_frame_00151.jpg
675,176,229,94,151,960,540,23,Scruffy_frame_00151.jpg
864,194,93,94,151,960,540,10,Flexo_frame_00151.jpg
797,276,163,107,151,960,540,21,Roberto_frame_00151.jpg
583,346,331,156,151,960,540,25,Wernstrom_frame_00151.jpg
510,228,196,139,151,960,540,9,Farnsworth_frame_00151.jpg
0,233,112,132,152,960,540,18,Nibbler_frame_00152.jpg
23,153,238,121,152,960,540,13,HypnoPigeon_frame_00152.jpg
166,85,165,90,152,960,540,27,Zoidberg_frame_00152.jpg
97,80,153,93,152,960,540,14,Kif_frame_00152.jpg
249,60,101,74,152,960,540,26,Zapp_frame_00152.jpg
134,42,129,50,152,960,540,8,Elzar_frame_00152.jpg
304,108,138,103,152,960,540,3,Calculon_frame_00152.jpg
243,190,203,101,152,960,540,2,Bender_frame_00152.jpg
193,276,244,161,152,960,540,15,Leela_frame_00152.jpg
284,313,267,188,152,960,540,19,PhillipFry_frame_00152.jpg
563,34,88,92,152,960,540,1,Amy_frame_00152.jpg
574,91,187,99,152,960,540,12,Hermes_frame_00152.jpg
679,91,211,89,152,960,540,16,Lrr_frame_00152.jpg
766,36,194,112,152,960,540,4,Clamps_frame_00152.jpg
687,170,212,104,152,960,540,23,Scruffy_frame_00152.jpg
868,205,90,88,152,960,540,10,Flexo_frame_00152.jpg
781,281,179,104,152,960,540,21,Roberto_frame_00152.jpg
603,353,316,161,152,960,540,25,Wernstrom_frame_00152.jpg
511,222,224,161,152,960,540,9,Farnsworth_frame_00152.jpg
0,244,96,121,153,960,540,18,Nibbler_frame_00153.jpg
21,153,231,122,153,960,540,13,HypnoPigeon_frame_00153.jpg
170,99,168,98,153,960,540,27,Zoidberg_frame_00153.jpg
88,75,142,94,153,960,540,14,Kif_frame_00153.jpg
232,71,115,67,153,960,540,26,Zapp_frame_00153.jpg
152,40,114,54,153,960,540,8,Elzar_frame_00153.jpg
302,116,139,98,153,960,540,3,Calculon_frame_00153.jpg
235,201,208,92,153,960,540,2,Bender_frame_00153.jpg
197,282,235,150,153,960,540,15,Leela_frame_00153.jpg
281,315,277,188,153,960,540,19,PhillipFry_frame_00153.jpg
564,36,85,81,153,960,540,1,Amy_frame_00153.jpg
563,95,214,102,153,960,540,12,Hermes_frame_00153.jpg
680,88,216,100,153,960,540,16,Lrr_frame_00153.jpg
765,42,195,81,153,960,540,4,Clamps_frame_00153.jpg
665,175,245,96,153,960,540,23,Scruffy_frame_00153.jpg
873,211,86,77,153,960,540,10,Flexo_frame_00153.jpg
776,284,184,107,153,960,540,21,Roberto_frame_00153.jpg
622,346,293,165,153,960,540,25,Wernstrom_frame_00153.jpg
520,238,204,149,153,960,540,9,Farnsworth_frame_00153.jpg
0,249,96,121,154,960,540,18,Nibbler_frame_00154.jpg
36,156,217,122,154,960,540,13,HypnoPigeon_frame_00154.jpg
168,83,168,106,154,960,540,27,Zoidberg_frame_00154.jpg
89,84,149,74,154,960,540,14,Kif_frame_00154.jpg
253,64,103,66,154,960,540,26,Zapp_frame_00154.jpg
133,43,135,44,154,960,540,8,Elzar_frame_00154.jpg
318,113,123,101,154,960,540,3,Calculon_frame_00154.jpg
231,182,212,111,154,960,540,2,Bender_frame_00154.jpg
196,273,215,167,154,960,540,15,Leela_frame_00154.jpg
269,318,277,185,154,960,540,19,PhillipFry_frame_00154.jpg
572,41,72,72,154,960,540,1,Amy_frame_00154.jpg
559,102,218,81,154,960,540,12,Hermes_frame_00154.jpg
665,87,244,106,154,960,540,16,Lrr_frame_00154.jpg
