x,y,width,height,frame,max_w,max_h,label,image
24,677,118,43,222,1280,720,7,Laporte_frame_00222.jpg
394,140,302,242,222,1280,720,6,Kevin_frame_00222.jpg
9,250,494,215,222,1280,720,10,Silva_frame_00222.jpg
1049,140,231,201,222,1280,720,11,Sterling_frame_00222.jpg
901,180,324,148,222,1280,720,13,Torres_frame_00222.jpg
962,290,318,261,222,1280,720,5,Gundogan_frame_00222.jpg
1228,410,52,188,222,1280,720,2,Ederson_frame_00222.jpg
564,258,459,234,222,1280,720,4,Grealish_frame_00222.jpg
579,308,340,281,222,1280,720,3,Foden_frame_00222.jpg
384,141,307,244,223,1280,720,6,Kevin_frame_00223.jpg
1046,139,234,191,223,1280,720,11,Sterling_frame_00223.jpg
885,187,332,145,223,1280,720,13,Torres_frame_00223.jpg
951,296,329,261,223,1280,720,5,Gundogan_frame_00223.jpg
1224,399,56,210,223,1280,720,2,Ederson_frame_00223.jpg
559,261,445,232,223,1280,720,4,Grealish_frame_00223.jpg
570,309,339,283,223,1280,720,3,Foden_frame_00223.jpg
48,668,112,52,223,1280,720,7,Laporte_frame_00223.jpg
5,229,498,238,223,1280,720,10,Silva_frame_00223.jpg
379,127,311,255,224,1280,720,6,Kevin_frame_00224.jpg
1036,138,244,182,224,1280,720,11,Sterling_frame_00224.jpg
878,191,332,143,224,1280,720,13,Torres_frame_00224.jpg
949,279,331,268,224,1280,720,5,Gundogan_frame_00224.jpg
1198,381,82,220,224,1280,720,2,Ederson_frame_00224.jpg
544,257,455,242,224,1280,720,4,Grealish_frame_00224.jpg
553,313,352,289,224,1280,720,3,Foden_frame_00224.jpg
4,234,494,235,224,1280,720,10,Silva_frame_00224.jpg
64,653,132,67,224,1280,720,7,Laporte_frame_00224.jpg
1024,141,237,182,225,1280,720,11,Sterling_frame_00225.jpg
868,188,324,141,225,1280,720,13,Torres_frame_00225.jpg
942,293,338,261,225,1280,720,5,Gundogan_frame_00225.jpg
1207,384,73,215,225,1280,720,2,Ederson_frame_00225.jpg
544,263,452,231,225,1280,720,4,Grealish_frame_00225.jpg
559,324,338,271,225,1280,720,3,Foden_frame_00225.jpg
345,142,307,240,225,1280,720,6,Kevin_frame_00225.jpg
0,255,484,211,225,1280,720,10,Silva_frame_00225.jpg
83,642,143,78,225,1280,720,7,Laporte_frame_00225.jpg
92,645,143,75,226,1280,720,7,Laporte_frame_00226.jpg
368,136,304,247,226,1280,720,6,Kevin_frame_00226.jpg
1025,142,255,184,226,1280,720,11,Sterling_frame_00226.jpg
871,188,312,149,226,1280,720,13,Torres_frame_00226.jpg
935,298,345,256,226,1280,720,5,Gundogan_frame_00226.jpg
1195,379,85,230,226,1280,720,2,Ederson_frame_00226.jpg
0,251,500,213,226,1280,720,10,Silva_frame_00226.jpg
547,254,451,253,226,1280,720,4,Grealish_frame_00226.jpg
554,326,329,261,226,1280,720,3,Foden_frame_00226.jpg
1010,136,270,181,227,1280,720,11,Sterling_frame_00227.jpg
862,180,314,157,227,1280,720,13,Torres_frame_00227.jpg
929,300,351,250,227,1280,720,5,Gundogan_frame_00227.jpg
1187,378,93,226,227,1280,720,2,Ederson_frame_00227.jpg
549,336,328,261,227,1280,720,3,Foden_frame_00227.jpg
517,261,459,223,227,1280,720,4,Grealish_frame_00227.jpg
365,141,302,238,227,1280,720,6,Kevin_frame_00227.jpg
0,250,491,216,227,1280,720,10,Silva_frame_00227.jpg
102,637,126,83,227,1280,720,7,Laporte_frame_00227.jpg
1012,148,213,160,228,1280,720,11,Sterling_frame_00228.jpg
873,181,303,149,228,1280,720,13,Torres_frame_00228.jpg
916,297,364,252,228,1280,720,5,Gundogan_frame_00228.jpg
1188,345,92,263,228,1280,720,2,Ederson_frame_00228.jpg
360,141,294,240,228,1280,720,6,Kevin_frame_00228.jpg
493,272,485,186,228,1280,720,4,Grealish_frame_00228.jpg
0,250,482,217,228,1280,720,10,Silva_frame_00228.jpg
542,341,327,249,228,1280,720,3,Foden_frame_00228.jpg
99,634,125,86,228,1280,720,7,Laporte_frame_00228.jpg
1001,137,227,168,229,1280,720,11,Sterling_frame_00229.jpg
872,178,303,157,229,1280,720,13,Torres_frame_00229.jpg
923,291,357,263,229,1280,720,5,Gundogan_frame_00229.jpg
1186,376,94,228,229,1280,720,2,Ederson_frame_00229.jpg
341,144,311,234,229,1280,720,6,Kevin_frame_00229.jpg
493,265,487,147,229,1280,720,4,Grealish_frame_00229.jpg
533,346,327,246,229,1280,720,3,Foden_frame_00229.jpg
0,244,488,221,229,1280,720,10,Silva_frame_00229.jpg
110,643,110,77,229,1280,720,7,Laporte_frame_00229.jpg
995,138,229,156,230,1280,720,11,Sterling_frame_00230.jpg
1178,366,102,247,230,1280,720,2,Ederson_frame_00230.jpg
864,183,317,147,230,1280,720,13,Torres_frame_00230.jpg
921,271,359,284,230,1280,720,5,Gundogan_frame_00230.jpg
344,138,272,239,230,1280,720,6,Kevin_frame_00230.jpg
520,264,454,184,230,1280,720,4,Grealish_frame_00230.jpg
536,347,333,251,230,1280,720,3,Foden_frame_00230.jpg
0,247,489,220,230,1280,720,10,Silva_frame_00230.jpg
121,649,92,71,230,1280,720,7,Laporte_frame_00230.jpg
716,699,55,21,230,1280,720,9,Rodri_frame_00230.jpg
990,141,207,140,231,1280,720,11,Sterling_frame_00231.jpg
872,183,301,136,231,1280,720,13,Torres_frame_00231.jpg
915,263,328,287,231,1280,720,5,Gundogan_frame_00231.jpg
1171,370,109,237,231,1280,720,2,Ederson_frame_00231.jpg
517,262,460,180,231,1280,720,4,Grealish_frame_00231.jpg
532,347,315,245,231,1280,720,3,Foden_frame_00231.jpg
340,134,312,249,231,1280,720,6,Kevin_frame_00231.jpg
0,250,489,217,231,1280,720,10,Silva_frame_00231.jpg
124,671,87,49,231,1280,720,7,Laporte_frame_00231.jpg
688,657,94,63,231,1280,720,9,Rodri_frame_00231.jpg
983,141,254,239,232,1280,720,11,Sterling_frame_00232.jpg
851,170,307,130,232,1280,720,13,Torres_frame_00232.jpg
1175,366,105,243,232,1280,720,2,Ederson_frame_00232.jpg
922,215,280,306,232,1280,720,5,Gundogan_frame_00232.jpg
679,624,108,96,232,1280,720,9,Rodri_frame_00232.jpg
133,682,78,38,232,1280,720,7,Laporte_frame_00232.jpg
499,264,469,208,232,1280,720,4,Grealish_frame_00232.jpg
533,348,323,247,232,1280,720,3,Foden_frame_00232.jpg
344,136,302,243,232,1280,720,6,Kevin_frame_00232.jpg
0,250,483,220,232,1280,720,10,Silva_frame_00232.jpg
138,691,70,29,233,1280,720,7,Laporte_frame_00233.jpg
663,617,134,103,233,1280,720,9,Rodri_frame_00233.jpg
0,242,480,230,233,1280,720,10,Silva_frame_00233.jpg
328,135,277,244,233,1280,720,6,Kevin_frame_00233.jpg
988,155,257,278,233,1280,720,11,Sterling_frame_00233.jpg
817,161,341,138,233,1280,720,13,Torres_frame_00233.jpg
918,190,274,353,233,1280,720,5,Gundogan_frame_00233.jpg
1174,371,106,234,233,1280,720,2,Ederson_frame_00233.jpg
495,270,475,180,233,1280,720,4,Grealish_frame_00233.jpg
530,344,322,256,233,1280,720,3,Foden_frame_00233.jpg
132,692,74,28,234,1280,720,7,Laporte_frame_00234.jpg
670,617,125,103,234,1280,720,9,Rodri_frame_00234.jpg
0,349,27,71,234,1280,720,14,Walker_frame_00234.jpg
0,246,468,226,234,1280,720,10,Silva_frame_00234.jpg
328,131,319,254,234,1280,720,6,Kevin_frame_00234.jpg
988,159,292,251,234,1280,720,11,Sterling_frame_00234.jpg
800,171,361,130,234,1280,720,13,Torres_frame_00234.jpg
918,271,277,273,234,1280,720,5,Gundogan_frame_00234.jpg
1172,377,108,230,234,1280,720,2,Ederson_frame_00234.jpg
493,266,485,174,234,1280,720,4,Grealish_frame_00234.jpg
531,343,335,258,234,1280,720,3,Foden_frame_00234.jpg
664,618,122,102,235,1280,720,9,Rodri_frame_00235.jpg
135,693,69,27,235,1280,720,7,Laporte_frame_00235.jpg
0,377,48,104,235,1280,720,14,Walker_frame_00235.jpg
327,135,314,238,235,1280,720,6,Kevin_frame_00235.jpg
0,250,464,214,235,1280,720,10,Silva_frame_00235.jpg
984,148,296,261,235,1280,720,11,Sterling_frame_00235.jpg
1171,380,109,224,235,1280,720,2,Ederson_frame_00235.jpg
799,178,376,119,235,1280,720,13,Torres_frame_00235.jpg
926,271,272,273,235,1280,720,5,Gundogan_frame_00235.jpg
479,271,502,183,235,1280,720,4,Grealish_frame_00235.jpg
541,348,315,245,235,1280,720,3,Foden_frame_00235.jpg
0,385,41,95,236,1280,720,14,Walker_frame_00236.jpg
648,619,131,101,236,1280,720,9,Rodri_frame_00236.jpg
986,160,294,244,236,1280,720,11,Sterling_frame_00236.jpg
792,175,388,128,236,1280,720,13,Torres_frame_00236.jpg
919,221,280,322,236,1280,720,5,Gundogan_frame_00236.jpg
1163,381,117,223,236,1280,720,2,Ederson_frame_00236.jpg
326,129,318,253,236,1280,720,6,Kevin_frame_00236.jpg
0,244,455,225,236,1280,720,10,Silva_frame_00236.jpg
470,268,495,226,236,1280,720,4,Grealish_frame_00236.jpg
537,339,339,258,236,1280,720,3,Foden_frame_00236.jpg
129,699,67,21,236,1280,720,7,Laporte_frame_00236.jpg
647,616,131,104,237,1280,720,9,Rodri_frame_00237.jpg
0,396,47,97,237,1280,720,14,Walker_frame_00237.jpg
320,131,322,250,237,1280,720,6,Kevin_frame_00237.jpg
986,161,294,224,237,1280,720,11,Sterling_frame_00237.jpg
785,175,399,134,237,1280,720,13,Torres_frame_00237.jpg
1270,327,10,53,237,1280,720,8,Mahrez_frame_00237.jpg
1165,375,115,234,237,1280,720,2,Ederson_frame_00237.jpg
0,250,455,217,237,1280,720,10,Silva_frame_00237.jpg
483,270,491,190,237,1280,720,4,Grealish_frame_00237.jpg
530,344,345,244,237,1280,720,3,Foden_frame_00237.jpg
922,297,279,243,237,1280,720,5,Gundogan_frame_00237.jpg
0,414,59,110,238,1280,720,14,Walker_frame_00238.jpg
0,244,450,232,238,1280,720,10,Silva_frame_00238.jpg
310,133,324,251,238,1280,720,6,Kevin_frame_00238.jpg
981,161,250,227,238,1280,720,11,Sterling_frame_00238.jpg
1265,319,15,54,238,1280,720,8,Mahrez_frame_00238.jpg
1160,368,120,236,238,1280,720,2,Ederson_frame_00238.jpg
788,174,383,148,238,1280,720,13,Torres_frame_00238.jpg
933,292,270,250,238,1280,720,5,Gundogan_frame_00238.jpg
482,273,496,163,238,1280,720,4,Grealish_frame_00238.jpg
526,341,341,243,238,1280,720,3,Foden_frame_00238.jpg
644,616,128,104,238,1280,720,9,Rodri_frame_00238.jpg
0,403,48,103,239,1280,720,14,Walker_frame_00239.jpg
630,616,134,104,239,1280,720,9,Rodri_frame_00239.jpg
0,250,449,221,239,1280,720,10,Silva_frame_00239.jpg
310,131,311,254,239,1280,720,6,Kevin_frame_00239.jpg
979,157,250,228,239,1280,720,11,Sterling_frame_00239.jpg
