x,y,width,height,frame,max_w,max_h,label,image
59,37,371,213,1,960,540,19,Phil_frame_00001.jpg
444,52,208,155,1,960,540,20,Sharon_frame_00001.jpg
0,243,179,175,1,960,540,24,Tiff_frame_00001.jpg
764,86,196,214,1,960,540,25,Whitney_frame_00001.jpg
506,2,197,92,1,960,540,14,Kim_frame_00001.jpg
62,32,372,231,2,960,540,19,Phil_frame_00002.jpg
445,46,213,157,2,960,540,20,Sharon_frame_00002.jpg
0,252,208,170,2,960,540,24,Tiff_frame_00002.jpg
791,93,169,190,2,960,540,25,Whitney_frame_00002.jpg
516,2,183,55,2,960,540,14,Kim_frame_00002.jpg
1,11,71,125,2,960,540,4,Billy_frame_00002.jpg
68,34,380,251,3,960,540,19,Phil_frame_00003.jpg
457,59,213,152,3,960,540,20,Sharon_frame_00003.jpg
5,274,212,145,3,960,540,24,Tiff_frame_00003.jpg
792,93,168,196,3,960,540,25,Whitney_frame_00003.jpg
529,3,185,60,3,960,540,14,Kim_frame_00003.jpg
2,9,87,106,3,960,540,4,Billy_frame_00003.jpg
88,33,374,265,4,960,540,19,Phil_frame_00004.jpg
453,52,226,157,4,960,540,20,Sharon_frame_00004.jpg
0,275,237,144,4,960,540,24,Tiff_frame_00004.jpg
808,94,152,212,4,960,540,25,Whitney_frame_00004.jpg
3,15,96,142,4,960,540,4,Billy_frame_00004.jpg
550,0,172,69,4,960,540,14,Kim_frame_00004.jpg
208,0,280,80,4,960,540,16,Martin_frame_00004.jpg
96,40,386,266,5,960,540,19,Phil_frame_00005.jpg
471,61,217,149,5,960,540,20,Sharon_frame_00005.jpg
0,284,264,139,5,960,540,24,Tiff_frame_00005.jpg
815,92,145,229,5,960,540,25,Whitney_frame_00005.jpg
562,1,177,74,5,960,540,14,Kim_frame_00005.jpg
0,23,122,111,5,960,540,4,Billy_frame_00005.jpg
209,0,291,85,5,960,540,16,Martin_frame_00005.jpg
177,314,376,223,5,960,540,23,Stacey_frame_00005.jpg
106,36,379,277,6,960,540,19,Phil_frame_00006.jpg
463,67,226,140,6,960,540,20,Sharon_frame_00006.jpg
0,281,249,161,6,960,540,24,Tiff_frame_00006.jpg
818,98,142,239,6,960,540,25,Whitney_frame_00006.jpg
557,2,190,94,6,960,540,14,Kim_frame_00006.jpg
0,20,137,104,6,960,540,4,Billy_frame_00006.jpg
209,2,300,69,6,960,540,16,Martin_frame_00006.jpg
171,314,358,224,6,960,540,23,Stacey_frame_00006.jpg
123,38,374,263,7,960,540,19,Phil_frame_00007.jpg
463,63,235,156,7,960,540,20,Sharon_frame_00007.jpg
1,283,215,149,7,960,540,24,Tiff_frame_00007.jpg
822,111,138,200,7,960,540,25,Whitney_frame_00007.jpg
565,2,191,114,7,960,540,14,Kim_frame_00007.jpg
0,11,144,134,7,960,540,4,Billy_frame_00007.jpg
229,0,288,106,7,960,540,16,Martin_frame_00007.jpg
198,310,374,230,7,960,540,23,Stacey_frame_00007.jpg
125,38,386,242,8,960,540,19,Phil_frame_00008.jpg
480,69,222,162,8,960,540,20,Sharon_frame_00008.jpg
18,282,194,142,8,960,540,24,Tiff_frame_00008.jpg
830,108,130,217,8,960,540,25,Whitney_frame_00008.jpg
576,0,181,113,8,960,540,14,Kim_frame_00008.jpg
0,24,163,127,8,960,540,4,Billy_frame_00008.jpg
213,0,319,94,8,960,540,16,Martin_frame_00008.jpg
