AE_0,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,Labels
0.0131602339971121,0.0069334106003917,0.0134929121940237,0.0121736916074057,0.0092278380241482,0.0063927038865273,0.0196487629879874,0.0059941011036252,0.0076463582727362,0.0059768466150665,18
0.0402608379930162,0.0067720858475015,0.0034451113999055,0.0052509590704319,0.0033313119957394,0.010353822430943,0.0292039564509773,0.0042594337071566,0.0048418271391579,0.0156463829206176,13
0.0095684183761002,0.0232982566937384,0.0072580803349289,0.0116763094631722,0.0109291545484899,0.0057494242613751,0.0178896885714221,0.0085414627570382,0.0059140449779364,0.0061204396234596,27
0.9644200494116644,0.2092539727337841,0.0750395220081884,0.1331350705432877,0.0011154456414768,0.0001224478687564,0.0008350913664876,0.1870065227376115,3.068858986610462e-05,0.0849177658844079,14
0.0097161455953886,0.0295348998132353,0.0081940858538695,0.0053042423280733,0.0056859924098356,0.0076179716189017,0.0219861171406497,0.0088027111243404,0.0005579677640853,0.0082329097656778,26
0.0076499575510641,0.0038689252229167,0.0041811697016998,0.0091380985991467,0.0123284547676011,0.009813916536455,0.0220712371877779,0.0024200462286472,0.0116171872483994,0.0031320775706526,8
0.3848862717389795,0.3236053812162857,0.0036677974603952,0.0840266679627366,0.0006612073213346,0.9327141876917072,0.0098242743264971,0.3231412908821608,0.9662739422093845,0.4929552863301489,3
0.8439830433423029,0.0532444125030493,0.0025612296441723,0.1998403071733473,0.0084733105626024,0.6527580790367287,0.7028669951842235,0.9973580793562296,0.2991197944815015,0.0140974628272069,2
0.0023996321240685,0.0033830474419057,0.0068287252969046,0.0049940809117397,0.0119150899326369,0.0017372948160491,0.009593508529571,0.0048558419370376,0.002730662410333,0.0019608047789639,15
0.0057454873152965,0.0037786647855382,0.0114846062062779,0.0069035957642536,0.0122782160523839,0.0068640296406729,0.0038518454230995,0.0043784258545103,0.0075836648848016,0.0057568726326386,19
0.0191303154806006,0.0192967970304541,0.0014481657671306,0.0130769202917517,0.0096096430773331,0.0063886030982819,0.010776131802833,0.0034374989006471,0.0105343138939178,0.0085039230311221,1
0.0008309439851449,0.0267585312687252,0.0655591866376809,0.0113087700361118,0.0002286572784136,0.0077526768590644,0.0555437524111891,0.0005309241465297,9.303625019071462e-05,0.0004338638472065,12
0.2365668567924881,0.0026248977090127,0.0105234297561914,0.0142473751035619,0.6275077680769418,0.0024008263153779,0.0015091958436436,0.001347813082268,0.002360957848188,0.9501490292628108,16
0.0023431923825584,0.0582563537350474,0.0073402867578986,0.003220860704154,0.0035949247528506,0.0149061727435123,0.0162889836511097,0.0238207177022563,0.0016987406206543,0.0036860970751603,4
0.0534607775258684,0.0375322487325761,0.0035152445739523,0.0211525502366078,0.0389402039285454,0.0089501436251699,0.0082550220996155,0.0169768128457981,0.0041072401804198,0.0048621284204507,23
0.0009088775966276,0.001248427759574,0.0120248448427934,0.001352278301459,0.0022968477977934,0.0050884849840676,0.0138962416854542,0.0057359037476755,0.0081269085009047,0.0007350942832838,10
0.9984112719701566,0.0414226002460372,0.9956106830900296,0.0032666930732107,9.493291644037756e-05,0.5457698441663528,0.0106171446564992,0.0061953292186654,0.0129904413983972,0.2081550625788091,21
0.0144675017550462,0.0042642693066122,0.0113420002305377,0.0342631242144006,0.0455500340991057,0.0090133624817822,0.0043443268794632,0.0053323694278592,0.0049749505233826,0.3698156649114199,25
0.0014966582148254,0.0274601461158529,0.0117940703440064,0.01024526909542,0.0096151873490939,0.0040898641963352,0.0071135109283489,0.0045584368741224,0.0049975449355631,0.0059269945270215,9
0.0128589283316563,0.0044720787264658,0.0150429878369724,0.0099366840427293,0.0086868604852061,0.0056522679566369,0.0176807906082396,0.0063433915995315,0.0067018759519121,0.0046199008432307,18
0.0286852044151449,0.009591108833467,0.0059012378878076,0.0053634082413713,0.004067280837506,0.0080783168375512,0.0230774235330218,0.0053895927796997,0.0052312818482519,0.0103383818799103,13
0.0023575186129472,0.2459819991595902,0.0109737078892793,0.0257180684337148,0.0156157166722535,0.0126544805906562,0.5549582942853113,0.0019051477563584,0.0127661448726314,0.0093875233077728,27
0.9067038056284776,0.0059655326622256,0.0109165882241646,0.4738750710445598,0.0230201964256992,0.5536592997713661,0.0034178424870143,0.0021003714289281,0.0065240836184088,0.7627914319763375,14
0.019589552182022,0.0215721540497844,0.0056913249190017,0.0038100726383028,0.0072214535629402,0.0014073500461154,0.0022045223476052,0.0006097619838668,0.0016438203419534,0.0034267001278834,26
0.0102217349779868,0.0092402758477986,0.0083481727062849,0.0094726673778476,0.0138397660475733,0.0078184083835651,0.0160862633195606,0.0041648050141994,0.0092148854653611,0.003908618837982,8
0.8653293581855275,0.0496819314556613,0.0068630323115998,0.0473674724279718,0.0011284230418374,0.6677042705195977,0.002645209662392,0.3503816831940478,0.9718738425939438,0.7950819555869074,3
