RGB_0,RGB_1,RGB_2,RGB_3,RGB_4,RGB_5,RGB_6,RGB_7,RGB_8,RGB_9,RGB_10,RGB_11,RGB_12,RGB_13,RGB_14,RGB_15,RGB_16,RGB_17,RGB_18,RGB_19,RGB_20,RGB_21,RGB_22,RGB_23,RGB_24,RGB_25,RGB_26,RGB_27,RGB_28,RGB_29,RGB_30,RGB_31,RGB_32,RGB_33,RGB_34,RGB_35,RGB_36,RGB_37,RGB_38,RGB_39,RGB_40,RGB_41,RGB_42,RGB_43,RGB_44,RGB_45,RGB_46,RGB_47,RGB_48,RGB_49,RGB_50,RGB_51,RGB_52,RGB_53,Labels
165.4967288350747,75.11550673869756,160.52509520554634,73.93846242533169,162.69900400351528,69.5360448129612,173.63831146493686,67.70871160424954,166.81448719838812,66.94561807832392,167.85114747653446,62.40734359499356,99.26708707252,69.60173520496595,89.56449187484841,71.20339357383277,88.80499636187243,68.93867420873325,90.16917293233082,32.00907634557923,93.5606386095108,30.80373886324572,110.8526511082902,32.765153151246075,81.56823431126837,37.31964460093773,62.006929087424446,30.63074246037803,55.88485920684063,28.071804453653225,76.20727625515401,31.0842888282954,74.93189425175842,37.078194259528985,85.88716953674509,45.97209341826957,108.24612327970536,29.203591677980803,107.9009013374685,29.034229728312287,118.15831556503198,31.063360827510667,98.9282021266218,34.904584913371366,87.63281631060384,33.652441185968215,89.8612818261633,38.458903246715714,99.41232546942706,33.364337387777624,102.9203659123736,30.133807140254007,118.92879152623976,28.54240976370169,2
95.13885041551248,43.04428936681159,91.79328254847644,42.12254885411852,101.94234764542936,42.62582555956887,79.8426246537396,35.5900612271033,77.48043628808864,35.46712834375625,87.71831717451524,36.00109835275635,108.9606971975393,50.80483157157536,100.58663704716336,48.32347895369131,108.2118933697881,47.2013640311652,35.74532548476454,20.575370363398346,34.34297091412743,20.09116699637032,41.18074792243768,21.911223079184744,62.87326869806094,24.58518623650145,64.8542243767313,27.26976429104607,77.66776315789474,33.72501849212795,91.64627477785372,26.091944590540507,97.33749145591251,21.635711024102505,117.43267259056732,18.172742923679383,65.25974025974025,25.073732305995545,66.51537935748462,29.28768548233698,82.49555707450445,35.84342525353833,78.28349282296651,17.90622320592425,86.12542720437457,20.531187062278978,106.00871496924128,25.97785285106838,85.13813459268005,15.16147826031112,95.0107944004048,16.48980029262591,117.95159386068477,19.26273133264666,17
217.21872647900045,4.962691133453708,210.9617642631341,5.278972737676943,208.68372723167244,5.208257158087838,162.44017094017093,82.06799209785913,158.51953601953602,80.52020181437311,159.2919719169719,77.02513279397772,114.01351351351352,89.84384837310868,110.7087912087912,87.68868344406106,115.24799524799523,84.22003552640473,139.51202435312024,73.93089591636577,129.1351598173516,77.48753353451517,127.81582952815828,76.33378795991648,61.97422839506173,33.290113016560255,61.84567901234568,32.27860389859334,74.28024691358024,30.81646366847685,73.12342342342342,66.47119198691017,70.81966966966966,65.4593440853045,80.10630630630631,62.31360399864597,85.6917808219178,57.62157594461676,82.14309112567004,59.64600398540029,88.92629541393687,60.83489431060563,93.85129830917874,63.34829573377818,91.00935990338164,62.96469274154968,98.83152173913044,61.97908934446139,131.7216509988249,68.22322645319305,129.11765569917745,67.04102263317742,136.588866039953,63.43298227421327,5
59.553563218390806,57.95479134976428,58.553869731800766,56.733151856281374,67.85739463601533,54.12698234475906,176.78651004168245,63.659248297471805,171.3029177718833,62.36152538415855,173.14149298976886,57.97326854718749,114.73452065176204,84.66620252539683,111.35513452065176,82.88372839644862,114.68101553618796,79.14974324003713,85.3767816091954,59.25414929230912,81.83632183908045,58.8169455972501,90.17785440613028,58.190087690758354,85.70276619931792,71.72229523974828,83.48866995073891,69.96069678578083,92.24122773777948,66.85050208889217,41.251686244789695,26.613579989074243,40.02925350511558,26.574894250158067,51.76241000378931,26.26569585004989,50.34901065449011,31.40332657205828,52.433942161339424,33.57242196640661,65.86864535768645,36.97904578779107,63.07534246575342,42.98869759136188,64.31506849315069,42.74041973775231,75.8185307842842,44.979037879105206,75.35766972753274,39.12157050970747,66.76531687490592,32.56078564181228,75.94686135782027,34.23681226138762,11
212.3769823948785,7.500681368106865,206.1988942237741,8.901978102859298,204.2640768223484,9.324365204242223,209.93111569031493,22.092240558865907,203.1676479246394,22.839199572205853,201.2814247865764,22.540925424139164,107.18843498273878,83.52678838439931,103.14657652474108,80.9811024225939,107.91096087456847,76.73594964665894,200.9192455054524,39.6961149188649,195.9182139699381,39.49496130983841,195.6939286766873,36.70622140368579,87.08959451401311,76.31233556294929,83.90548598688133,74.94827208556059,90.50268336314848,69.58889370643027,99.4082167832168,84.62642076125044,96.02068764568764,83.16648891636669,101.49752331002333,78.43333745659774,80.91594827586206,63.79773621907995,78.24899425287356,63.149705110084845,85.51925287356322,61.30503594419318,52.007703488372094,41.71398434056184,50.12994186046512,41.165308433199655,56.472093023255816,41.53029751339584,194.54204545454544,57.57735003121268,189.49517045454544,56.921768887080574,189.2524147727273,54.30230406857231,1
163.46974078553026,78.83955231843261,158.27535622272464,76.93506929854918,160.324990798675,72.51019424627553,173.77772556390977,64.13739461179753,167.07852965747702,63.54434565421987,168.00694444444446,59.37648456716306,90.42596073517126,64.07112232194038,80.50887635756057,65.7234569196089,80.50814536340852,63.67819790624333,75.6739245602882,34.869602318684954,78.34233947870311,36.28524652462812,94.18743377834286,41.69517059352864,80.75136784511784,32.22154670397485,61.54882154882155,26.53252112811231,55.676925505050505,25.24870452118803,74.07801978114477,28.61689307005996,74.17750420875421,35.83998176892981,86.93002946127946,45.21135422908295,105.08370733743868,28.42496601292612,104.25978499112829,28.65200996407003,114.22664648784053,31.20264685283595,103.10173092868988,37.04531539482564,91.07369402985074,33.823393287940945,94.62059494195688,38.375591879677614,98.29213308457712,31.56702272714421,101.10250829187396,28.768056950908058,118.0469527363184,27.536369467914344,2
130.77372919478182,58.0099451765455,125.40800719748088,55.89864658045092,132.5672514619883,53.53676110915878,77.74071618037135,38.42793146195544,75.76414677276746,38.51692159120224,85.55128205128206,40.691641184595134,72.92351900972591,29.853750443786662,69.95490716180372,29.060796857770868,79.58532272325375,31.21024843951363,46.192754613807246,25.39670182218576,44.69651401230349,25.049175685469383,53.67600820232399,27.934523014364167,68.29646215853113,28.1708572267045,66.11979399910435,27.72234317941632,72.34034930586655,28.36458633414337,86.59001343484103,25.632261632879622,89.08128078817734,23.79374556735559,105.2474249888043,26.01180537993685,54.141683322229625,27.75257023424917,56.67710415278703,32.27253210043697,73.36864312680436,41.19290214489559,68.02597119161938,24.282994236443383,70.31711043212572,28.11319092028113,86.75010912265387,35.45050715784476,80.43474465298996,12.091190915818371,89.75862068965517,13.738737202120106,113.71431689218682,18.466504724180947,17
217.9635291950636,4.522741577237153,211.69018235402467,5.176132920597438,210.0729416098729,5.206762423085128,132.3271320685209,89.03603036987163,128.45956898139622,87.70425404860629,131.92668999815805,83.29676419475575,106.85574483508518,88.35367651585202,103.93131569409206,86.97460139890744,109.34632113084452,82.83450176074062,127.55940320501011,71.63048975113311,119.4575428255664,72.74135171282613,122.3893903112912,69.37366492289812,46.16375023024498,17.200417222393583,46.22564008104624,17.919899720355627,59.11954319395837,19.279856386448447,58.99909387459224,51.92207214781384,56.974084813338166,51.69597003411784,67.48550199347589,50.61334580918624,98.24735883424408,64.57173133255932,96.31475409836064,65.37643301101944,104.49034608378872,64.11002053345942,95.4174863387978,64.0595618061222,91.92932604735884,63.15142798346077,100.18524590163936,62.19451355164736,135.81487455197131,64.3463079745635,132.58458781362006,63.2038118099543,140.93172043010753,60.352093205092885,5
43.87327731092437,40.90841420767078,42.3436974789916,40.12417723642428,52.30554621848739,38.352642759681935,193.84136212624583,44.78796572794716,187.9202657807309,44.00837865005978,188.64468438538205,40.76984886461143,105.74916943521596,83.8467162398896,102.7220930232558,82.03348296199268,106.4876245847176,78.70843266899,96.46051629284808,63.568680095774255,92.19204401184936,63.146874705027614,100.68116800677106,62.03460479687264,84.3115275221683,71.75234643946446,81.52183369583403,69.62981967485815,90.42077965534548,66.63835041751665,37.93491718253304,15.63246874104824,36.6714070603982,15.520828490649654,48.04508950978752,15.375874827440844,48.120150187734666,28.57964269568384,49.63888193575303,31.21330032065452,62.61610346266166,35.19172726498609,66.25325746330199,41.212818790844985,68.75919511792841,41.07933772114372,82.30001649348507,44.01303512631976,76.50536038264886,35.28561653351863,65.97286821705427,28.0200959896564,75.3076859640442,30.107969316860355,11
211.3040240397178,8.539127826974903,205.32100862294223,9.528148356764264,203.55474261823883,9.981313802525277,207.1045205121505,28.23299668129373,200.05212960543503,28.45789148286039,198.61850013065063,27.011948661524087,108.32596899224806,84.44479528122605,104.41162790697676,81.97263208910026,109.27984496124031,77.09073384718852,195.1561410306083,54.50753697300118,190.3220973782772,54.14708277576571,190.64806922381507,51.4524457201073,72.38964225752292,71.37238065523978,69.2900684489216,70.48356108074124,76.56360583753067,66.32190041629447,107.04074074074074,87.01523160087292,103.329374201788,85.79071001355965,108.3323116219668,81.08981262608299,89.38654268371432,52.5358276315557,86.56063541263076,51.64357468965661,95.2185199535064,51.20962821821016,73.04868913857678,38.5692897474691,69.69817900038744,37.59995486814829,78.09156657626244,38.90958871463181,189.53205619412515,43.18270637965466,182.455938697318,44.62326984180404,185.21302681992336,40.60410262509279,1
