AE_0,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,Labels
0.0066399714611947,0.0021670729606549,0.0020396699662724,0.0135992935745569,0.0044137463279607,0.0297225977050327,0.0023338561283345,0.7518358602886505,0.0026206433094676,0.0032310896092724,18
0.286236732100471,0.0055013267498011,0.9788006033031464,0.0080123442043808,0.9992922594862867,0.3470537902727759,0.4783710608532873,0.9096929780093012,0.9999525994995082,0.38100748435015,2
0.8947611633966454,0.994250571162664,0.9997268369155856,0.0016953713595822,0.1107337835277165,0.9998704935586984,0.0284232428486655,0.9920155925418738,0.002889506678772,0.027680536279451,6
0.0010254845534484,0.0027893074208013,0.001223401538111,0.0045514457159126,0.2766290819901291,0.0139213876186043,0.0022767259681929,0.3279543952269214,0.7749798894141967,0.0046595695112315,1
0.9995607571843996,0.2042509820296809,0.1788662839527178,0.9960468352464056,0.0216023499894535,0.0304917246124011,0.996998198921555,0.2621104034495917,0.0035915060732359,0.0307614173146199,21
0.9996689006598036,0.0005834397403934,0.0555374280547823,0.2471030548426656,0.9996867632742732,0.0013534021534494,0.0129417277781122,0.0358434235023602,0.9999835060021116,0.0019618010627084,10
0.0058492515329197,0.0040029160678554,0.0037593428039562,0.0047171930401714,0.1619352378964843,0.0038037560240837,0.0036855216539742,0.0046689521206504,0.0330197776918318,0.0041156436266504,9
0.0041568183842411,0.0045167821422168,0.0364712651783522,0.0031913652140765,0.0045590685365626,0.3378209496400935,0.0433190265452711,0.0384151017901152,0.0022711851451948,0.0019324807178434,7
0.0029936355812746,0.00451632158215,0.1144021390644195,0.0425261526195868,0.0097282262803882,0.6431346760471275,0.0046015576699351,0.0019239543558118,0.0149251941045709,0.0055326701069511,14
0.0071820331177112,0.0068093010722058,0.004897233658523,0.0167981847901345,0.0030033057581485,0.0034463436371652,0.0040282932528175,0.004523345597078,0.0052782256943603,0.0104610185037656,20
0.0058176069041526,0.0269550042340852,0.0012265864993426,0.0018998841886925,0.005190901326031,0.0087486151016541,0.015475669833997,0.9873442550013158,0.0007972740873493,0.0198924771512045,8
0.162886368282383,0.999796337214776,0.0014355056343999,0.4712214171135563,0.0148518859020687,0.9922853616236588,0.9318974006697468,0.677071093444242,0.3719364372703405,0.8187024174734752,13
0.0042590390945505,0.0064797758893515,0.0036843397980087,0.005021627050206,0.0029678871772922,0.0051240373685483,0.0040769369931098,0.0065679380251322,0.0043885721373525,0.0041228798190509,17
0.0077226346475177,0.0034264877771112,0.0221702316115805,0.0035165011707888,0.0150042319072345,0.005256610627631,0.0047761936456952,0.0040803273312665,0.0096150896626725,0.0032570843721733,4
0.0019221649858663,0.005039165671532,0.0064722161772024,0.1787879654393519,0.997048263939735,0.0018306132467108,0.0012429971701635,0.0006084772263562,0.0011381510713536,0.99966343282584,19
