LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Labels
0.05426753,0.110205844,0.11656293,0.30722675,0.72333324,0.5099839,0.16331534,0.15583956,0.1224448,0.16640098,7
0.19435525,0.22270885,0.20457327,0.35282737,0.49158245,0.37246165,0.2203948,0.25476965,0.26301807,0.42807528,6
0.1737019,0.21325044,0.1851693,0.35817796,0.59139895,0.33344933,0.20430239,0.23838183,0.20866746,0.39840198,10
0.20091183,0.19719562,0.22430079,0.34083197,0.5474469,0.3615924,0.20184575,0.25440252,0.24838804,0.39580923,11
0.1483303,0.28446892,0.16262233,0.2972272,0.5815579,0.3357789,0.23215456,0.27861425,0.2681901,0.35760444,13
0.120541476,0.19423369,0.21147469,0.37224218,0.6499673,0.35794154,0.18323451,0.2028871,0.20094636,0.314261,5
0.05211671,0.1483831,0.094645664,0.25173265,0.7369472,0.49956498,0.119991,0.15845275,0.1831292,0.19298059,2
0.18250147,0.2279675,0.17925194,0.36267003,0.58659476,0.29670066,0.2337691,0.2688867,0.2522076,0.35830405,4
0.141731,0.19654614,0.21792859,0.35704398,0.566649,0.37780398,0.22606607,0.25018227,0.23796709,0.36353305,3
0.17587984,0.23588443,0.1730106,0.32001695,0.56445426,0.339851,0.2273289,0.22136521,0.27043542,0.41612223,6
0.23051858,0.22532593,0.18970384,0.31304845,0.5635741,0.31310344,0.24770355,0.2805211,0.2285299,0.39265484,11
0.15839332,0.28671926,0.15699057,0.28057954,0.59212846,0.32320777,0.22595085,0.26653606,0.27487195,0.36959913,13
0.13105163,0.18517172,0.20198448,0.34916162,0.68220377,0.34311903,0.2113418,0.20154442,0.18383606,0.28915656,5
0.06796108,0.16695935,0.11838413,0.2036099,0.7685272,0.41694614,0.16444442,0.2105938,0.17954782,0.20958719,2
0.19668429,0.18990003,0.19047977,0.34266502,0.59561515,0.35228366,0.23473398,0.23105042,0.24398008,0.35310015,4
0.17403264,0.17539853,0.2239501,0.3297213,0.6214846,0.34956914,0.24377707,0.26019123,0.22236231,0.30832592,3
0.04557447,0.12306891,0.104737826,0.33332083,0.66360885,0.56542045,0.17907915,0.15334854,0.12517026,0.17139016,7
0.17173246,0.251942,0.20531812,0.32720953,0.5489447,0.37605363,0.2000698,0.19914095,0.24150027,0.42077026,10
0.17992507,0.21594284,0.20163164,0.35585925,0.5343988,0.3445899,0.21962033,0.26178485,0.2479437,0.41369054,6
0.20368889,0.25297627,0.20927827,0.32314566,0.51596296,0.31014067,0.22719008,0.28063136,0.24600849,0.43931654,11
0.19956125,0.23433118,0.16411239,0.3099629,0.50627744,0.35880873,0.25857794,0.25602636,0.26896566,0.43867895,13
0.14694694,0.20049644,0.21224964,0.36459848,0.6348796,0.3830644,0.1885336,0.20171905,0.22336818,0.29032147,5
0.08913598,0.1511654,0.1321433,0.25187567,0.7775561,0.39780256,0.15851852,0.17726263,0.17515162,0.19552961,2
0.17954007,0.18649237,0.20295888,0.37868863,0.6033105,0.35134408,0.22357626,0.2503389,0.22527473,0.31234208,4
0.16347978,0.17414603,0.17405796,0.38125318,0.59867895,0.4069895,0.21161443,0.20188364,0.23577487,0.3195512,3
0.17594437,0.24940535,0.15823463,0.3422613,0.60831386,0.31382138,0.21247356,0.22671612,0.21979104,0.388943,10
0.052985873,0.1027321,0.106225275,0.3874316,0.725702,0.44610655,0.17910783,0.118915774,0.15463978,0.17164856,7
0.20521295,0.2530789,0.19563767,0.33640215,0.5381907,0.31459948,0.2045654,0.24719419,0.2630914,0.42615372,11
0.19008797,0.2692241,0.16872567,0.26949343,0.5691074,0.2921632,0.19268595,0.26941726,0.3090511,0.41931033,13
0.14094248,0.18671641,0.21429606,0.4033503,0.6380772,0.335591,0.18454118,0.22244444,0.21249133,0.2969928,5
0.06680331,0.1904545,0.112125635,0.281256,0.79501975,0.32879764,0.16194266,0.17533053,0.16609098,0.20705223,2
0.1786556,0.22463931,0.16560836,0.31634897,0.60235316,0.39272287,0.19023333,0.22792715,0.2469309,0.35205355,4
0.16237022,0.2238166,0.15153417,0.33643374,0.6471064,0.34703112,0.1965664,0.24003293,0.23422022,0.3116108,3
0.17722432,0.2198647,0.19888799,0.32890922,0.5655582,0.29003254,0.21248908,0.28843415,0.23940477,0.42764223,6
0.14532614,0.25089222,0.18396488,0.37241068,0.6033747,0.33879635,0.21725102,0.21640345,0.21286821,0.3538575,10
0.07272913,0.10082344,0.09017971,0.36565596,0.72121835,0.42802933,0.20721018,0.14515713,0.17057794,0.21503477,7
0.06525772,0.1641567,0.12534425,0.36760807,0.7184904,0.38243815,0.21075064,0.18459405,0.19228232,0.199991,7
0.18518762,0.2202331,0.18901096,0.2977418,0.576031,0.32520127,0.227767,0.23168236,0.27436966,0.41764447,6
0.22644104,0.23590752,0.21058148,0.33796743,0.515623,0.3036613,0.19627234,0.24110118,0.27216396,0.45354438,11
0.18469164,0.2454882,0.15951785,0.34780267,0.5390116,0.34575987,0.18064485,0.2740685,0.27267662,0.4086928,13
0.12728581,0.19747716,0.20981617,0.37018514,0.6633949,0.30726695,0.1972495,0.21760665,0.22148372,0.30646423,5
0.10299548,0.18236504,0.13667905,0.28128108,0.75796604,0.33218965,0.15013552,0.24357918,0.18222226,0.24165237,2
0.14531614,0.22823414,0.19380635,0.3875999,0.6120857,0.33686155,0.21804376,0.2024632,0.19976941,0.34990126,10
0.17112057,0.20377167,0.17101774,0.3738612,0.56760895,0.38324925,0.2078549,0.23354143,0.24857292,0.3627421,4
0.14134805,0.1873773,0.17631045,0.3019545,0.62742376,0.3475501,0.23873197,0.23686999,0.2548793,0.36073974,3
0.21787438,0.2588447,0.19232891,0.31121486,0.5306702,0.2855185,0.20500101,0.2601657,0.28146654,0.44678652,11
0.19638434,0.23763308,0.16734296,0.2894067,0.5216688,0.34685358,0.22497782,0.23533295,0.29611212,0.45505944,13
0.14690517,0.17656817,0.19530533,0.32757562,0.6744127,0.37042987,0.18356594,0.22876123,0.20129459,0.28843397,5
0.1010889,0.19653167,0.15677857,0.25348875,0.73315674,0.38048735,0.15480192,0.24856219,0.17395395,0.25302967,2
0.1536844,0.22653687,0.17482787,0.3491582,0.5976019,0.32562146,0.24370728,0.2464566,0.25511044,0.35243878,3
0.18431085,0.18308584,0.13868237,0.362876,0.6230268,0.34073073,0.20144334,0.22867548,0.24871334,0.35015324,4
0.19915186,0.20554747,0.2021007,0.33581597,0.5434552,0.3124035,0.22821029,0.25016987,0.26325145,0.43308887,6
0.13903898,0.24982232,0.18553533,0.3898048,0.55892575,0.37033877,0.22107093,0.21409768,0.20879929,0.3795125,10
0.07087329,0.12565354,0.12612896,0.37151402,0.70150363,0.42040262,0.20732139,0.16581511,0.18500791,0.22739096,7
0.2089999,0.22442402,0.18745223,0.34622863,0.55188555,0.33992675,0.20192766,0.25015426,0.2500101,0.4061469,11
0.19223616,0.21185578,0.1575512,0.28729004,0.5887586,0.3479922,0.1796848,0.2794496,0.26580742,0.40253803,13
0.14115758,0.19879958,0.17551652,0.33420685,0.7038362,0.3146554,0.18387829,0.19992682,0.21303725,0.29067636,5
0.10967245,0.2548782,0.13908455,0.23201494,0.71576744,0.3639284,0.14558458,0.27655852,0.2110997,0.25064737,2
0.17164692,0.2545289,0.16575304,0.3464737,0.55030364,0.29328483,0.2485536,0.24023901,0.2558118,0.4294773,6
0.17423101,0.21582143,0.15490408,0.30602393,0.65168035,0.36178616,0.20912278,0.21087627,0.24497248,0.31879416,4
0.15099509,0.26196414,0.194645,0.35681087,0.6034715,0.32788482,0.21080548,0.20155604,0.22812052,0.36685902,10
0.15671219,0.1841527,0.20605715,0.33931208,0.6063572,0.36664397,0.20298195,0.24318403,0.25787926,0.3391136,3
0.06792044,0.13504387,0.17879827,0.36143804,0.6772192,0.4597671,0.1823472,0.17054261,0.20157853,0.20386982,7
0.20869921,0.24947487,0.19851136,0.31485382,0.5640727,0.3211923,0.18801942,0.28440964,0.24250108,0.39909613,11
0.19880694,0.21943834,0.15492482,0.30076677,0.57331795,0.32947764,0.1887608,0.27806035,0.3095895,0.3896376,13
0.14282966,0.19688216,0.19478521,0.28076294,0.68665826,0.350765,0.20534448,0.22174564,0.18721698,0.32116142,5
0.09179254,0.22011554,0.15922312,0.28471678,0.741069,0.31979105,0.19689737,0.21748918,0.1938884,0.24818386,2
0.17968221,0.2480007,0.1698225,0.32857785,0.559226,0.3242275,0.2341395,0.2591036,0.23879533,0.4154161,6
0.17160279,0.28128472,0.113057375,0.25781143,0.6849637,0.31083763,0.16066243,0.26223567,0.22507483,0.31803903,4
0.13777436,0.18694617,0.21234357,0.3530978,0.5968856,0.34869173,0.24071105,0.2628818,0.25100175,0.32923043,3
0.17338315,0.21671736,0.21657576,0.3758561,0.5772753,0.33453226,0.20593147,0.24247259,0.22164336,0.37324762,10
