LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Labels
0.15955183,0.20586953,0.18450134,0.32441056,0.58184946,0.4317973,0.22083144,0.20903401,0.24001616,0.3432356,2
0.10651331,0.21884094,0.17989482,0.35030892,0.6411638,0.41742712,0.21267071,0.21391639,0.19928859,0.26390055,17
0.062154286,0.13489698,0.11028448,0.37407774,0.6955005,0.4442024,0.20972987,0.17512724,0.1775421,0.1965423,5
0.16242473,0.28810132,0.1106767,0.26367658,0.59688026,0.36368528,0.22224621,0.27622017,0.285493,0.33631968,11
0.06847111,0.102376215,0.14103256,0.40217665,0.6488104,0.5148317,0.20316677,0.13691944,0.15400387,0.18288535,1
0.16997911,0.20307471,0.19294265,0.38266784,0.5654007,0.37462753,0.23702797,0.23474808,0.2281015,0.3505185,2
0.10327464,0.18150023,0.16310474,0.3483438,0.6880915,0.36556348,0.24924685,0.22274223,0.17422721,0.24340443,17
0.05531396,0.10677165,0.08471328,0.32669675,0.7254627,0.46238253,0.18849115,0.1683242,0.20416121,0.1612314,5
0.15375473,0.29067734,0.15864556,0.29802713,0.5398388,0.377111,0.22482122,0.3198768,0.2892819,0.32816058,11
0.06696675,0.122640565,0.13420528,0.4056394,0.63912416,0.4989703,0.24517815,0.1748537,0.12865286,0.18229555,1
0.16360451,0.20586154,0.14531678,0.32283318,0.600737,0.41990155,0.23137572,0.1986062,0.22294068,0.3544465,2
0.11603583,0.18317702,0.16571447,0.29802528,0.708304,0.3603173,0.2329819,0.20152603,0.17471768,0.2824163,17
0.08324491,0.12077488,0.11092012,0.3173076,0.70096725,0.46882775,0.22315119,0.117635496,0.23109011,0.19314404,13
0.05892934,0.11566489,0.10496458,0.32874963,0.7065963,0.45960712,0.14403686,0.1799257,0.26519004,0.17347181,5
0.13159204,0.26537713,0.1524785,0.32049188,0.6019266,0.39365515,0.1905356,0.26527494,0.26860937,0.30031332,11
0.06308641,0.13151903,0.12067213,0.36391526,0.6947939,0.46310654,0.23796827,0.16618069,0.13474753,0.17921697,1
0.13889983,0.21468179,0.14666268,0.31949544,0.5971618,0.45212504,0.25250483,0.22749516,0.19124557,0.31292883,2
0.11026837,0.2040698,0.15641706,0.29346022,0.73600096,0.35048467,0.18220681,0.23856795,0.17460287,0.22466432,17
0.073117845,0.12441444,0.106036514,0.3251194,0.6792507,0.52046114,0.21190737,0.15498517,0.1597497,0.1884728,13
0.05298156,0.14002967,0.11886844,0.34881184,0.7096497,0.41980368,0.14434737,0.1792726,0.27426976,0.18370804,5
0.15019888,0.2787921,0.18912011,0.32199755,0.5783201,0.35399932,0.2035812,0.27135584,0.2764918,0.3301056,11
0.062185455,0.1054822,0.124095835,0.36569554,0.7043292,0.4683508,0.22249909,0.15595432,0.14407216,0.16080153,1
0.15955329,0.19512634,0.16313513,0.3773826,0.59836566,0.40192837,0.22902194,0.24209988,0.19750892,0.3126929,2
0.09776882,0.21406485,0.15193671,0.32801414,0.68265843,0.42037046,0.19601221,0.21996297,0.15882903,0.24325797,17
0.09879679,0.17703247,0.10937055,0.3139866,0.6866765,0.43043497,0.2658943,0.19701071,0.19305225,0.21158494,13
0.044214655,0.101146944,0.08591927,0.3509463,0.63769394,0.48737302,0.1711866,0.16901721,0.34187907,0.1957804,5
0.13676204,0.23632914,0.19336763,0.3402934,0.60806733,0.33201328,0.16949327,0.26630014,0.29415327,0.32573843,11
0.05935497,0.12041406,0.121120386,0.33738953,0.714205,0.47166336,0.21682794,0.14994223,0.12951274,0.18614516,1
0.14375222,0.20617963,0.19089714,0.3722106,0.59256786,0.42147952,0.2242515,0.22539094,0.19542168,0.3062379,2
0.06872162,0.2365204,0.15193745,0.32934538,0.70222384,0.38351384,0.20167339,0.24473892,0.15446462,0.20773153,17
0.12415263,0.14957437,0.15467598,0.33440554,0.67314845,0.44138223,0.23200645,0.19748974,0.17593248,0.23395142,13
0.027608085,0.093973026,0.080114655,0.29866657,0.7029464,0.50102186,0.16783765,0.17456494,0.2775863,0.11804106,5
0.14495449,0.24764107,0.13984136,0.35795626,0.60792404,0.37014958,0.20641515,0.26452386,0.2582478,0.29003367,11
0.05212961,0.091584414,0.12827566,0.34333476,0.710006,0.49044314,0.18151276,0.13878907,0.15962273,0.1795263,1
0.14087808,0.175958,0.19963492,0.35514423,0.60998243,0.42807907,0.1949704,0.25853857,0.16995735,0.30682114,2
0.09273089,0.20712577,0.14162764,0.3177083,0.745044,0.3270053,0.15393881,0.24801962,0.17058137,0.22621031,17
0.13419418,0.15844841,0.14312512,0.3314181,0.6518969,0.4370511,0.2060142,0.2076952,0.19743821,0.29329005,13
0.03467093,0.11263997,0.0943936,0.2918898,0.639621,0.5398045,0.20503826,0.13271853,0.32202685,0.16775072,5
0.13251483,0.20525447,0.16753988,0.3685433,0.6147516,0.37877184,0.18861319,0.27073392,0.26814038,0.27250287,11
0.063338384,0.11927063,0.1254967,0.3482938,0.7132181,0.47770196,0.18332633,0.12469944,0.15420035,0.18678665,1
0.13120311,0.20684928,0.16603816,0.3192511,0.65670574,0.3932147,0.20736982,0.23014571,0.1977865,0.29923272,2
0.10834729,0.21035713,0.1541992,0.28201234,0.7528227,0.33996865,0.19978818,0.20647942,0.15326512,0.22878477,17
0.13496979,0.18305089,0.13948777,0.3182907,0.6764987,0.41901183,0.21454096,0.21210007,0.1974102,0.25358084,13
0.03228117,0.06465258,0.08091732,0.28671294,0.70234597,0.48961815,0.14515299,0.11025202,0.36268863,0.09078728,5
0.13014945,0.22328356,0.15470482,0.35645768,0.6030897,0.41698095,0.20100921,0.2662868,0.25692463,0.25941488,11
0.057696104,0.13342924,0.11713927,0.3722662,0.7023209,0.49160677,0.16476226,0.14004472,0.14664768,0.15286456,1
0.16881034,0.22419065,0.15019079,0.32605892,0.6196248,0.41474846,0.2513383,0.24014038,0.20533013,0.27096125,2
0.11170091,0.21858527,0.16707166,0.33070824,0.68321365,0.37072846,0.23806462,0.24522029,0.15851365,0.23729238,17
0.12775671,0.1987006,0.14748403,0.3107081,0.6637146,0.4297107,0.21665299,0.2206992,0.19401066,0.25971165,13
0.053705554,0.11110784,0.0675153,0.30608335,0.70804375,0.47725317,0.1738339,0.15188785,0.2945834,0.13176236,5
0.12676097,0.24027963,0.1415573,0.34832972,0.62122506,0.3537012,0.19427904,0.26921338,0.2692642,0.30178925,11
0.06331371,0.097803324,0.12619661,0.32906544,0.75195205,0.45018852,0.17802148,0.13947105,0.14042123,0.15248826,1
0.1587432,0.20698147,0.13953227,0.33956003,0.6451444,0.3821495,0.21690005,0.22765903,0.21567996,0.29924458,2
0.10399846,0.28848302,0.17107433,0.28224748,0.6563582,0.3851044,0.21096294,0.24345355,0.190615,0.27894655,17
0.09863263,0.1550982,0.13975361,0.3268116,0.6710356,0.49193963,0.13889228,0.18253927,0.20735894,0.2279835,13
0.049801588,0.11508194,0.06552597,0.3040695,0.66445416,0.555651,0.187695,0.135737,0.2523305,0.14125186,5
0.117405765,0.2155723,0.12289312,0.30920795,0.69411635,0.35333097,0.15533076,0.24185775,0.22610383,0.2977349,11
0.053486016,0.10084353,0.10241794,0.3631276,0.75010914,0.43397766,0.18971126,0.14227931,0.13749023,0.13594499,1
