AE_0,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,Labels
0.3828223768901994,0.0049939957806179,0.2272596452955443,0.006098550811764,0.0145928923171193,0.0019697726797833,0.0937601954453049,0.0026861773151589,0.1491695814638641,0.0065809018939742,3
0.0011169305964429,0.0022065986868898,0.5668509595917011,0.0135121613879309,0.9950709851019168,0.1037170706959725,0.0033871758957877,0.0058477684679871,0.9999224028580296,0.67459205559728,5
0.0124900056931541,0.092357187036378,0.005952057282995,0.0130712209013062,0.0322543907694602,0.011198857964172,0.4210820108548863,0.0339257647503664,0.0059404630045406,0.0129217562622215,6
0.0164797617979429,0.0194024990928432,0.0039021295585111,0.0147374824154479,0.0216750124809299,0.0513178344329725,0.0104037532703105,0.0053006193701793,0.0535837381163606,0.0108065657722534,8
0.4600408394476607,0.0023173616541019,0.1860824965583055,0.0114548855458566,0.0112825213502807,0.0015036284084717,0.5559454248378154,0.0021209140661983,0.0801461863165927,0.0047652380128387,3
0.0004995577374314,0.0010011017680797,0.9870729391403376,0.0075475385731305,0.9797806032744488,0.0044053518802155,0.0681085665731268,0.0202912502515587,0.999794341978197,0.9839752190230272,5
0.0126966361745163,0.0380093000751994,0.0104917742834031,0.0136583432824152,0.0319322905693744,0.0108132839260653,0.3360005373210529,0.0288492215929837,0.0074064168589722,0.0096838831879202,6
0.0170674638759387,0.0180371300463816,0.0034569906728373,0.0117925818035273,0.0086035557624941,0.0273043615368512,0.0167969978752475,0.0156717452828403,0.0108941552467157,0.0088846059668126,8
0.4786974857210467,0.0025751710250864,0.2410237342293189,0.0101583744910923,0.010403404417625,0.0015154417440982,0.4748399891282613,0.0017567299373079,0.0643934754122564,0.0042172493970632,3
0.0004739339966403,0.0017995319968189,0.3653520566756266,0.3548212809886686,0.9992058256483664,0.4594131183584272,0.0062857965542407,0.0033567523232914,0.9998099073158552,0.9519963939783976,5
0.0100088769799334,0.028369544408098,0.0125847478548833,0.0123712438955004,0.0346033140407914,0.0131434563150245,0.3233493828288638,0.0203988452375452,0.0072338310379677,0.0098213552637578,6
0.0212744907673332,0.0194668634608648,0.0035129119215079,0.0122068985309926,0.0125376186603465,0.0108223440324337,0.0138061846680594,0.013126642933039,0.0068083749204132,0.0134987164114116,8
0.5138857222376655,0.0032809416847193,0.1662563294699655,0.0055819872349202,0.0079063102184335,0.0022129994350107,0.6674155598252414,0.002083629267473,0.0386198373036165,0.0092100407114843,3
0.0005023364973012,0.0017141376285517,0.5553302635865885,0.1143027681283712,0.9995011454728514,0.0409059448427721,0.0057841458411572,0.0039660178766263,0.9998521214344466,0.9806017547530176,5
0.0086702642579605,0.0143662544207861,0.0214529300310383,0.0111672269773156,0.0278726332015273,0.0112009554603136,0.5440352997862167,0.0132010019847678,0.0081880672366248,0.0067968903187141,6
0.0206716980737082,0.0194612609188334,0.0036514187065584,0.0103311709001045,0.0103834728905457,0.0124534576999409,0.0165342916731834,0.0153235239363189,0.0099403227816137,0.0109019935038198,8
0.5649540790398815,0.0130233767976512,0.0506073324417162,0.0080090344622487,0.0081760126872379,0.0032824713961119,0.8282774946026459,0.0029295169159784,0.0491156725691808,0.0124614159290689,3
0.0006973782611993,0.0031260272030533,0.3128783369839575,0.1766377580877453,0.9991505150292176,0.338665013641672,0.0027467308764557,0.0012842326040425,0.9998803737099864,0.9064917967553844,5
0.008102201780629,0.0146770724557029,0.018804714415216,0.012349534596333,0.0318063154516,0.0117380920015722,0.5227231992659621,0.015811692885406,0.0075596729994017,0.0104956446244554,6
0.0225908318621045,0.020040588536563,0.0033444921124531,0.0102109985282541,0.012683422209809,0.0094274748008652,0.0147174098412986,0.0128512495056179,0.0086480024368496,0.0123124254898724,8
0.6160428117465423,0.0096189406094934,0.0945552525118311,0.0112399467268365,0.0069967969663766,0.0039213519897347,0.8406307012807853,0.0022041793255956,0.0201709881024267,0.0140205175134207,3
0.0009187423669287,0.0024124854839087,0.6216559561412888,0.0410667799993536,0.998680889023828,0.0901516748296921,0.0028458969190741,0.0015219224879693,0.9997779395168376,0.9908233325929262,5
0.0070753245878727,0.0090769250923227,0.0319241050012187,0.0106205045325166,0.0187694810723041,0.0117096325292266,0.2478346307402139,0.0117713478366584,0.0096444325140669,0.0105463213188504,6
0.0211291273003716,0.0199358726055692,0.0036772516307552,0.0120996106223364,0.0138388322786192,0.0100999482691399,0.0139332891975084,0.0131350245800285,0.007112293734818,0.0134970933175739,8
0.6462382881838223,0.064156421726115,0.0109585770221657,0.0117278391250383,0.0063071314274304,0.0179186600579797,0.7659645480981975,0.0057454213320618,0.0072071903061902,0.0176343943494668,3
0.0011110464301957,0.0034027626121885,0.7886491941554689,0.0202925245908991,0.9942999722381208,0.02074233622599,0.0045321372980877,0.0325746355758684,0.9992084335684658,0.990490711071713,5
0.0088888233097964,0.011691223552662,0.0202292726022368,0.0102535307463128,0.0273489625949199,0.0112921535104383,0.5982187209793262,0.0141133890505875,0.0090488469684339,0.0119170876513465,6
0.0170757242691872,0.0199640261785482,0.0038714226642253,0.009364745146447,0.0162172296163932,0.0155295903361777,0.0130963509502981,0.0091728734456953,0.0187469523825804,0.0094834246767489,8
0.6040353601980448,0.0331032559329778,0.0099751074851203,0.0148198556680779,0.0066318327522482,0.0183818526558907,0.8169945456621511,0.0032768922270165,0.0095017145031088,0.0169297293574959,3
0.000375758121408,0.0023141815325036,0.7980065174763539,0.0353564298909628,0.9969540033126868,0.0164193299250558,0.0028797689804271,0.0025315085043985,0.9995167027753472,0.9949903338127684,5
0.0097914007424699,0.0125971429516723,0.0150614465443096,0.010289053691779,0.0261752087088219,0.0109278637624769,0.3923681149688072,0.0128076497060669,0.0080687385509522,0.0122178912699466,6
0.016585841748742,0.0170847244941507,0.0050599735084377,0.0096647436779251,0.0156755900260411,0.0158575974313244,0.0129456268045991,0.0081213399070807,0.0184161128936165,0.0097713453053474,8
0.6658210747276824,0.1621395302383166,0.004064385257932,0.027324656704493,0.0077245725571454,0.0146236108225568,0.691090679866069,0.0074699092005349,0.0126228411917344,0.0111056429255577,3
0.0008108230665983,0.002957666546804,0.9765667876645588,0.0085848714975562,0.9820425043128772,0.009678191161568,0.0053729474258341,0.0118225886213811,0.9994071124894668,0.9962488010184798,5
0.0075569724019947,0.0073686956601386,0.0432729671771764,0.0082319707509171,0.021037416969628,0.0123867743224423,0.5265524321006603,0.010391919452467,0.0094100186335957,0.0126610521352093,6
0.0155517977444415,0.0169063347688666,0.0050333327575626,0.0098578723145338,0.0149136882162072,0.0140351908400337,0.0123396209328431,0.0095786384690999,0.0150116890106415,0.0110904147821994,8
