LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Labels
0.14195454,0.21082264,0.19430858,0.39127636,0.5980936,0.4270222,0.2307411,0.2130797,0.17964198,0.2712382,18
0.11386245,0.17713091,0.1917744,0.35884622,0.6358399,0.42571244,0.20358431,0.19553488,0.20459244,0.28818384,2
0.12730704,0.16493805,0.16322716,0.35695615,0.6742488,0.3828775,0.22941339,0.20069799,0.18878351,0.2697621,6
0.16109453,0.22439744,0.19891472,0.37351218,0.5526891,0.41974676,0.23095429,0.23254013,0.20911728,0.33439252,1
0.12575227,0.14667143,0.1361363,0.3179324,0.6045214,0.48446605,0.2292283,0.19230628,0.29598635,0.25645873,21
0.10975495,0.10461946,0.13411352,0.3570517,0.6673238,0.45367545,0.23125269,0.15830696,0.24660711,0.20258303,10
0.12122669,0.16417408,0.1662332,0.35319278,0.6768026,0.4195049,0.20626618,0.19397861,0.15290938,0.26147938,9
0.15880044,0.24730954,0.14301512,0.32490405,0.6453413,0.35500473,0.22774163,0.2352624,0.16962841,0.3303367,7
0.15847552,0.21622354,0.1796923,0.32110584,0.6343134,0.41367477,0.28863278,0.18720467,0.16167492,0.2734245,14
0.10747287,0.13993031,0.18566506,0.4072414,0.6527816,0.44735867,0.20543815,0.17192979,0.13359115,0.22953662,20
0.10339586,0.16665183,0.19323893,0.37345162,0.666087,0.41902715,0.21985938,0.14885393,0.15496455,0.26639053,8
0.10381241,0.17634943,0.17378844,0.39907295,0.5927729,0.42743036,0.28535777,0.21780406,0.2049014,0.25245482,13
0.09826039,0.16359061,0.17815787,0.36957625,0.64562184,0.47771138,0.20965107,0.17810097,0.16170709,0.21999516,17
0.13542855,0.18839954,0.21221799,0.40798688,0.5914793,0.4096355,0.23217237,0.22339343,0.15386455,0.29923743,4
0.11827272,0.19244936,0.1863693,0.33145943,0.6702983,0.417692,0.19446853,0.19644149,0.19592682,0.256544,19
0.12637986,0.2618451,0.15689822,0.27840742,0.6560829,0.4518823,0.19697249,0.21672264,0.16314939,0.25750828,24
0.1551454,0.22286518,0.17737079,0.3436486,0.6644921,0.34410787,0.26337126,0.21883593,0.1733236,0.26353648,5
0.12813841,0.2009637,0.1599743,0.31078994,0.6737623,0.43319413,0.21051691,0.180812,0.15411186,0.28042498,15
0.15262069,0.27107558,0.1156099,0.3492765,0.63924867,0.33806613,0.19115368,0.25745058,0.1995892,0.31981465,7
0.1179589,0.15155408,0.16168155,0.34621623,0.68893087,0.43650827,0.2046746,0.18950173,0.12749118,0.24060066,9
0.11918148,0.13330944,0.13692269,0.29310212,0.6137358,0.5156019,0.22512308,0.18907374,0.2642668,0.25413516,21
0.09901881,0.17490281,0.14765853,0.33343828,0.61421525,0.4661533,0.16488601,0.19739142,0.29824358,0.2774182,10
0.1420078,0.19342628,0.19658293,0.40229535,0.60640866,0.39636776,0.23951583,0.1843426,0.20052943,0.29245988,1
0.12172069,0.19558196,0.16689835,0.39551213,0.5861674,0.4589108,0.24524343,0.1740724,0.17290036,0.2968425,18
0.10172365,0.18613099,0.1723577,0.33939943,0.67367804,0.4391321,0.23159489,0.19232947,0.15123303,0.22345237,6
0.10825176,0.18295519,0.21543147,0.3542481,0.6144144,0.43704355,0.26124412,0.18400456,0.20529072,0.26484704,2
0.10490696,0.1479479,0.17266874,0.38694066,0.67037845,0.43429843,0.24887139,0.15535682,0.12419868,0.21919858,8
0.10161509,0.17785881,0.16442719,0.34424216,0.62201226,0.4330385,0.2940746,0.20098358,0.20664737,0.26173034,13
0.107325844,0.16372289,0.1818622,0.40980923,0.6290285,0.4283746,0.2726688,0.17194332,0.14340004,0.23874785,17
0.14189391,0.21164785,0.1908997,0.37265518,0.5941098,0.4708909,0.23014398,0.20467998,0.14002585,0.2656779,4
0.09981918,0.11835473,0.2046122,0.39055774,0.6859093,0.41413304,0.19715098,0.1919435,0.12701114,0.218647,20
0.1260325,0.21997043,0.14236061,0.3211159,0.68153644,0.40616664,0.22085369,0.20962383,0.14475591,0.26307955,14
0.13447419,0.2289975,0.15714844,0.34610957,0.66494215,0.3988581,0.19819377,0.2380302,0.14753659,0.25699705,24
0.09787821,0.21598203,0.19324763,0.38257653,0.6319456,0.43487945,0.2509027,0.17037748,0.13769625,0.2462639,15
0.120642126,0.20190494,0.14029013,0.29135817,0.6816835,0.38541546,0.2317992,0.19867323,0.17353265,0.3218012,19
0.15496606,0.17671148,0.1837133,0.3430084,0.67319226,0.3836792,0.23121397,0.20166609,0.17502628,0.2611365,5
0.124495715,0.17972198,0.18731941,0.43384233,0.62674105,0.36300445,0.22478792,0.19248214,0.17879936,0.2911502,1
0.11812151,0.19756535,0.15027766,0.4129537,0.6466144,0.39530554,0.2153273,0.19195202,0.16835615,0.26070917,18
0.10525191,0.15209362,0.10267908,0.30217463,0.59236246,0.50324225,0.22096677,0.20232534,0.3184159,0.2619936,21
0.08183787,0.16136941,0.15202914,0.33234546,0.5878211,0.5389803,0.20244007,0.18125772,0.25518435,0.24229604,10
0.09223952,0.15247156,0.20221506,0.3845736,0.6481321,0.48512495,0.21114826,0.14209017,0.12571104,0.20846753,8
0.099834606,0.1849575,0.13802938,0.3674488,0.6766914,0.45332533,0.20627691,0.13982727,0.14990813,0.23186986,6
0.11147075,0.17928578,0.20755148,0.35174766,0.62623245,0.42327672,0.25127128,0.18162155,0.21971282,0.2699986,2
0.10275367,0.18486838,0.21744472,0.34388524,0.62763405,0.43061984,0.26442504,0.22935311,0.18881902,0.2284557,13
0.10553896,0.14419763,0.1696702,0.37453896,0.66973,0.45937037,0.19283469,0.16824509,0.13068214,0.23847924,9
0.11840399,0.1575717,0.18535022,0.3633627,0.6475422,0.45312434,0.23464899,0.16866773,0.15736763,0.24871376,17
0.10947602,0.24757902,0.15999225,0.29460752,0.71714735,0.3463568,0.18590559,0.24611622,0.16775963,0.23830181,24
0.11400815,0.19942234,0.2004524,0.37963867,0.6424284,0.41207913,0.25227734,0.18228607,0.14326821,0.2510074,4
0.08548177,0.1604902,0.21285185,0.39772657,0.6940369,0.3861655,0.1887686,0.17950031,0.1407866,0.21203224,20
0.14930771,0.22766508,0.17872785,0.34968832,0.63709086,0.40593252,0.282436,0.20145166,0.12852325,0.253206,14
0.10548965,0.20277233,0.13956062,0.3373109,0.7270322,0.3535932,0.18686959,0.21939883,0.14649028,0.23744486,7
0.1463137,0.18663712,0.174923,0.386833,0.6521,0.39090866,0.2264987,0.23387925,0.13943693,0.24501702,5
0.13197286,0.22191845,0.18896228,0.2716767,0.6747486,0.38616955,0.22256365,0.20453729,0.18405862,0.30685544,19
0.120842844,0.21058433,0.17143057,0.3759401,0.62206274,0.44797802,0.23429161,0.20653966,0.14439404,0.25354406,15
0.14343388,0.17309114,0.18920548,0.37710375,0.64022934,0.39404273,0.2569896,0.16723873,0.18548682,0.2790682,18
0.10551639,0.18979807,0.19548005,0.37763605,0.64198494,0.41370332,0.22356413,0.2032741,0.18054907,0.254612,1
0.11064922,0.13505791,0.13546371,0.287901,0.60376155,0.49169168,0.24172884,0.20603007,0.33030835,0.22804618,21
0.10228741,0.15537348,0.13260116,0.3123003,0.56120837,0.54214615,0.16088162,0.1540708,0.36521688,0.24166182,10
0.100162655,0.17194894,0.17007399,0.38093156,0.64942706,0.4794506,0.22389859,0.1488824,0.12613995,0.21570978,8
0.11521962,0.17235269,0.18570884,0.36305803,0.6456398,0.43997005,0.22178085,0.17297776,0.16322862,0.2730276,6
0.1103873,0.18356617,0.1936613,0.39554137,0.61600655,0.44178146,0.21300532,0.17356397,0.1976541,0.2663882,2
0.09435867,0.16393931,0.18144599,0.37469223,0.63171566,0.45544592,0.2455071,0.20617527,0.17863886,0.22296627,13
0.12640637,0.21145236,0.12311175,0.2907842,0.6937692,0.36920252,0.2301505,0.20590779,0.17815998,0.30799812,19
0.10019343,0.1602534,0.15037964,0.4231947,0.65798867,0.41028708,0.24599393,0.16812561,0.14049393,0.2297171,17
0.11187753,0.19882329,0.23436113,0.4023532,0.6307644,0.39953497,0.22542092,0.18893117,0.15871333,0.24889375,4
0.09623875,0.1751979,0.18610966,0.39594135,0.6580893,0.42654565,0.21224196,0.1831462,0.13561046,0.23798178,20
0.12327138,0.16736718,0.19704822,0.36380965,0.65617806,0.43595633,0.2251547,0.21038762,0.13017945,0.2303806,9
0.1315258,0.20484367,0.16325735,0.37465623,0.679427,0.37246034,0.21000211,0.19837686,0.1569051,0.25553578,14
0.1293067,0.17956705,0.15059516,0.37201348,0.71275127,0.3330854,0.19690856,0.23322015,0.15000427,0.23523675,7
0.13931336,0.18896392,0.18673234,0.2875553,0.6963568,0.40729237,0.244183,0.19714357,0.13351557,0.24537791,5
0.13724396,0.18355733,0.15652427,0.29343683,0.7130726,0.3524411,0.17254165,0.24880522,0.18891127,0.27715775,24
0.10611633,0.2257386,0.1893646,0.3665097,0.63227797,0.4421554,0.2486656,0.16737528,0.1575585,0.24008821,15
0.11212846,0.19716196,0.2096973,0.37533158,0.6335166,0.4121686,0.24903841,0.21371965,0.14329675,0.2534781,1
0.12324614,0.15901059,0.18923302,0.33952412,0.6598698,0.4404367,0.22969717,0.14341088,0.1736744,0.27484035,18
0.09682662,0.16105406,0.12006558,0.2764893,0.6395127,0.46309224,0.2561149,0.20016734,0.30399063,0.22873832,21
0.089079656,0.14683692,0.14340095,0.3559802,0.58842117,0.51743126,0.20256329,0.12072587,0.28414917,0.26999244,10
0.109292805,0.15141803,0.1670039,0.3283242,0.6956112,0.45891622,0.23215386,0.1390639,0.12847432,0.21265407,8
0.10020218,0.18113133,0.18362238,0.38042587,0.66642,0.44228598,0.16834179,0.1939907,0.15777385,0.2193484,6
0.11317048,0.17252876,0.20486411,0.34203216,0.6127447,0.47103542,0.23047937,0.19895345,0.1821318,0.27434537,2
