LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Labels
0.11971502,0.21220951,0.14650562,0.3568786,0.66705155,0.37259173,0.17768341,0.2672168,0.19330826,0.26015848,2
0.16906801,0.23589261,0.19058022,0.35426953,0.50232863,0.4451688,0.2226329,0.23750667,0.26122314,0.35947353,6
0.0731928,0.13623732,0.14178276,0.33295545,0.6757921,0.52530086,0.18897882,0.13600656,0.16561656,0.17562707,17
0.10506264,0.23365231,0.16223542,0.27906868,0.6753474,0.42934692,0.23207411,0.2115327,0.19563212,0.22991186,9
0.11737675,0.17997788,0.14924818,0.3606796,0.6609289,0.43848222,0.23117903,0.16930787,0.17998044,0.24056262,4
0.114466205,0.17321074,0.1803461,0.38447842,0.6437672,0.39063013,0.17109385,0.22691394,0.19642244,0.30029047,2
0.176413,0.2374967,0.18113339,0.3440314,0.51955783,0.42703635,0.2050194,0.25557086,0.24576657,0.37584025,6
0.066529304,0.13001975,0.12775299,0.35450706,0.6876951,0.508864,0.19794436,0.1563249,0.13286239,0.15340737,17
0.13422753,0.26172462,0.14919288,0.24461637,0.65280277,0.39165968,0.25130773,0.24835788,0.21016586,0.28780538,9
0.089292444,0.15843582,0.13151494,0.33845523,0.6746768,0.46560726,0.23260881,0.17500809,0.15404521,0.23373775,4
0.10819388,0.18828578,0.20260336,0.37638077,0.63992757,0.37402767,0.20058812,0.24555533,0.18748325,0.2916246,2
0.1724484,0.23096448,0.14831048,0.33701643,0.50551367,0.45799378,0.20744798,0.2452099,0.22772111,0.40127194,6
0.061511543,0.10745312,0.14415218,0.34054053,0.72099316,0.46877214,0.22169341,0.15391463,0.12974557,0.13664752,17
0.10666616,0.2584274,0.106146246,0.28594583,0.65616953,0.4193948,0.25123635,0.21615264,0.18761191,0.27805623,9
0.099410914,0.15949027,0.16938695,0.3770852,0.6492692,0.47387126,0.20512563,0.18353243,0.15466242,0.21911085,4
0.1095976,0.17987032,0.18420267,0.36481625,0.68151796,0.3770762,0.1965004,0.20849413,0.17696525,0.26184237,2
0.18513122,0.22914493,0.19093993,0.34456134,0.5066659,0.43036407,0.21142119,0.22972931,0.25956118,0.38893232,6
0.067377575,0.13333939,0.11305354,0.33566684,0.67081153,0.5392523,0.21498011,0.15891764,0.12678505,0.15459819,17
0.14009823,0.20873383,0.11924895,0.26948848,0.66214204,0.41505063,0.22819698,0.24814396,0.20858806,0.2865326,9
0.090771176,0.16951926,0.16901089,0.36301073,0.6410829,0.4521814,0.24015269,0.20389563,0.16889557,0.24383315,4
0.109050915,0.18279009,0.17669319,0.33654645,0.7200539,0.34267223,0.20164508,0.22368401,0.16421342,0.23800926,2
0.15933718,0.23654984,0.18215363,0.31378722,0.56385887,0.41631702,0.2067108,0.24718195,0.24187595,0.36527336,6
0.075877,0.13156359,0.119482875,0.2706047,0.76232016,0.44731742,0.20272659,0.14834556,0.13999256,0.1596976,17
0.1320912,0.18428339,0.17899303,0.29044297,0.6418997,0.4153847,0.25599775,0.23813675,0.22918089,0.26990455,9
0.10145332,0.17351006,0.12321559,0.3098947,0.6917929,0.4414267,0.23743586,0.19728997,0.13122877,0.24985918,4
0.078543,0.14155711,0.15890956,0.27831948,0.7669899,0.39583123,0.18880421,0.17195953,0.13953015,0.20356084,10
0.1142153,0.17938064,0.14656991,0.34975225,0.7008914,0.35247013,0.2020463,0.22795178,0.18497126,0.26169646,2
0.16295992,0.19422756,0.21424417,0.3522777,0.55871826,0.3795301,0.27921245,0.24954583,0.23110309,0.3403954,6
0.1316105,0.19380225,0.21507391,0.31554782,0.5968617,0.4249168,0.26294988,0.21610524,0.24878702,0.29112667,9
0.11886313,0.17520294,0.16558711,0.30975926,0.6643935,0.47317258,0.24536875,0.17729338,0.17219001,0.21261777,4
0.08079411,0.167467,0.11510376,0.3141098,0.73217785,0.42817378,0.19858111,0.17962179,0.14841554,0.2009239,10
0.1308286,0.17752731,0.1785203,0.30392542,0.69333684,0.35882434,0.20554565,0.22349435,0.1842662,0.30249646,2
0.14114727,0.1980569,0.17004296,0.33164093,0.59640974,0.42505014,0.21638034,0.21981373,0.22065923,0.34892604,6
0.14510839,0.17278402,0.17498796,0.3429264,0.5842412,0.4328256,0.29080534,0.22863586,0.2043631,0.30592132,9
0.11542299,0.18203951,0.17436491,0.2777659,0.6427394,0.48709714,0.25087225,0.19652343,0.18296023,0.246113,4
0.07719045,0.17226787,0.12975325,0.28348327,0.74030644,0.43679482,0.20141928,0.16680418,0.14706674,0.19570729,10
0.12655662,0.19775997,0.14847869,0.38035777,0.63929474,0.3874943,0.18912189,0.23392485,0.18529814,0.30738172,2
0.13486284,0.25197464,0.19827028,0.29715598,0.59308946,0.41432512,0.22829829,0.28131768,0.21485427,0.29977584,6
0.11824931,0.19801866,0.20919935,0.3195054,0.59066576,0.4336115,0.30036527,0.2081727,0.2321507,0.2767737,9
0.1145413,0.19355218,0.13883209,0.29827824,0.6437056,0.467623,0.24569964,0.21507533,0.1967583,0.25061083,4
0.0847888,0.13056877,0.14627148,0.3333051,0.7024055,0.4734376,0.19609609,0.18603891,0.13908401,0.18261947,10
0.12290333,0.21711242,0.1569647,0.3251726,0.68872994,0.38208076,0.17968492,0.21096396,0.17850654,0.27998236,2
0.11919814,0.22940509,0.20347153,0.33211797,0.6026925,0.41109923,0.21729298,0.26624295,0.18865117,0.3090803,6
0.11374424,0.20794989,0.17291859,0.3522815,0.6274648,0.41517553,0.23039189,0.24530108,0.19648975,0.26808912,9
0.10704886,0.20470113,0.14109641,0.27309206,0.6874072,0.43160996,0.23155372,0.2180963,0.18988024,0.2368484,4
0.08612852,0.17617127,0.14335875,0.3216785,0.71863806,0.4060368,0.18739088,0.20394573,0.17387938,0.22196136,10
0.11784846,0.20011553,0.14877762,0.3588792,0.69334227,0.33343312,0.21000986,0.22530323,0.16434005,0.28524005,2
0.122362174,0.23337634,0.1615047,0.33049703,0.6229768,0.41172984,0.23108716,0.24302223,0.17595047,0.30693588,6
0.13108706,0.2061953,0.15341412,0.38452324,0.55684334,0.44050172,0.23165919,0.23960431,0.23063938,0.31704697,9
0.10547396,0.16764411,0.14771473,0.31813312,0.6753409,0.45221642,0.24738091,0.17218542,0.17897683,0.23297967,4
0.118575186,0.19637163,0.13439758,0.33647043,0.6549192,0.4477225,0.21960743,0.19490789,0.17747372,0.26270714,10
