LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Labels
0.12194523,0.25521702,0.14190191,0.2828082,0.5761899,0.45763844,0.17339274,0.24228144,0.23543298,0.3664087,27
0.055613004,0.118340336,0.07437814,0.24122241,0.7276718,0.5492334,0.15264149,0.14747524,0.13000078,0.16146302,1
0.07871041,0.13834085,0.12545946,0.23808384,0.62891895,0.57799554,0.20610882,0.19022919,0.2074589,0.22564909,12
0.14354008,0.22589424,0.13265973,0.3907021,0.599844,0.41092685,0.21088475,0.22085384,0.19904067,0.31077614,15
0.15013853,0.18057688,0.17653586,0.3393004,0.67882514,0.35025963,0.19042343,0.18814012,0.20316735,0.31959438,2
0.114660606,0.18595923,0.09041817,0.26666877,0.7107862,0.4412713,0.15571511,0.19356969,0.16618186,0.28933418,19
0.18178947,0.22552018,0.19072613,0.33502558,0.5473585,0.34515414,0.24747077,0.24626166,0.27896902,0.38604614,9
0.06969629,0.115730174,0.107838675,0.28465602,0.7246951,0.5274594,0.1596268,0.11601634,0.13711579,0.16719182,26
0.11811957,0.20679584,0.15289886,0.310484,0.65700114,0.4214753,0.21916816,0.19942656,0.19336714,0.29835612,14
0.16183282,0.21532121,0.20752127,0.31946188,0.5957162,0.40104982,0.2126573,0.2403097,0.23282844,0.33079648,17
0.20094916,0.24532177,0.18155208,0.31243855,0.5311865,0.35895157,0.20291701,0.26452366,0.23625419,0.43690756,16
0.19900073,0.24313872,0.18777157,0.32782513,0.58852035,0.30599934,0.19352321,0.21660455,0.22967154,0.42596388,13
0.14123362,0.21977785,0.16963086,0.31246555,0.57213265,0.4583389,0.1819345,0.26693687,0.22288328,0.33748904,27
0.047677774,0.11036006,0.073892154,0.21889196,0.68513644,0.62187314,0.15188123,0.13997094,0.12033398,0.13746081,1
0.084575646,0.14115159,0.11165966,0.2676028,0.69602585,0.5120548,0.1655623,0.17030759,0.17991452,0.23109995,12
